annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,image_id,filename,image_longitude,image_latitude,shape_id,shape_name,points,attributes,annotation_id
169288,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112292,20190404T030509.627385Z.jpg,-176.5684404,-21.98905775,4,Circle,"[1245.12,1126.34,115.02]","{""size"":9736113,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""1.6"",""yaw"":""130.49""}}",128549
169295,719,unknown,unknown,52,Marin,MARCILLAT,112292,20190404T030509.627385Z.jpg,-176.5684404,-21.98905775,4,Circle,"[507.57,1733.52,71.63]","{""size"":9736113,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""1.6"",""yaw"":""130.49""}}",128556
169296,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[2727.54,1877.44,67.95]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128557
169297,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[2110.84,2862.55,57.95]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128558
169298,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[1826.66,2455.32,57.6]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128559
169299,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[2772.69,3823.69,47.4]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128560
169300,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[4850.1,542.24,67.72]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128561
169301,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[3007.33,2878.66,71]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128562
169302,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[3152.34,2768.07,94.89]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128563
169303,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[3067.38,3559.08,96.72]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128564
169304,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[826.17,600.83,109.32]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128565
169305,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[2339.36,3720.95,60.34]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128566
169306,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[4320.56,2558.23,73.72]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128567
169307,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[4448.73,2135.99,56.14]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128568
169309,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[2121.83,284.06,62.29]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128570
169311,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[215.33,1777.1,52.02]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128572
169312,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[728.03,1384.52,54.36]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128573
169313,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[90.82,1286.38,59.25]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128574
169314,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[5022.95,3748.78,67.4]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128575
169318,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[3187.5,2317.63,39.55]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128579
169325,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[5153.32,45.65,58.98]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128586
169326,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[5021.48,1592.53,47.44]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128587
169327,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[5093.26,1529.54,39.44]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128588
169333,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[5006.84,1098.88,72.02]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128594
169334,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[4167.48,171.63,67.53]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128595
169339,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[5594.24,2779.05,55.16]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128600
169343,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[5900.39,3159.91,82.16]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128604
169344,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[3971.19,3167.24,38.11]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128605
169345,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[3974.12,3073.49,42.18]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128606
169348,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[1564.45,580.32,71.06]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128609
169352,639,Actiniaria,"Cnidaria > Hexacorallia > Actiniaria",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,4,Circle,"[5000.98,793.82,49.92]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128613
169421,721,Bivalvia_patch,"Mollusca > Bivavia > Bivalvia_patch",52,Marin,MARCILLAT,112296,20190404T040808.826276Z.jpg,-176.5683563,-21.98913357,3,Polygon,"[4189,2562,4192,2565,4192,2573,4195,2576,4215,2576,4221,2570,4224,2570,4227,2573,4227,2582,4230,2585,4230,2591,4233,2594,4233,2600,4236,2603,4236,2606,4239,2609,4239,2611,4240,2612,4235.91,2616.98,4232.52,2623.32,4230.44,2630.19,4229.74,2637.33,4229.77,2637.7,4229.74,2638.06,4229.77,2638.43,4229.74,2638.79,4229.84,2639.89,4229.74,2640.99,4229.84,2642.09,4229.74,2643.19,4229.77,2643.56,4229.74,2643.92,4229.81,2644.65,4229.74,2645.39,4229.81,2646.12,4229.74,2646.85,4229.84,2647.95,4229.74,2649.05,4229.81,2649.78,4229.74,2650.51,4229.84,2651.61,4229.74,2652.71,4229.88,2654.18,4229.74,2655.64,4229.81,2656.37,4229.74,2657.1,4229.88,2658.57,4229.74,2660.03,4230.44,2667.18,4230.99,2668.99,4231.17,2670.84,4231.21,2670.96,4231.2,2671.02,4231.91,2678.17,4233.22,2682.5,4233.37,2684.02,4235.45,2690.89,4236.78,2693.38,4236.92,2693.82,4239.74,2699.09,4240.58,2701.88,4243.97,2708.21,4244.51,2708.87,4246.89,2713.34,4248.71,2715.55,4249.09,2716.27,4249.78,2717.11,4251.29,2719.93,4251.98,2720.77,4253.49,2723.59,4255.99,2726.64,4256.57,2727.73,4256.81,2730.17,4258.89,2737.04,4262.28,2743.37,4266.83,2748.92,4267.23,2749.25,4267.56,2749.65,4267.96,2749.98,4268.29,2750.38,4273.84,2754.94,4280.18,2758.32,4287.05,2760.41,4294.19,2761.11,4301.33,2760.41,4308.2,2758.32,4314.54,2754.94,4320.08,2750.38,4324.64,2744.83,4328.02,2738.5,4329.26,2734.43,4330.18,2734.15,4336.51,2730.77,4342.06,2726.21,4346.61,2720.66,4350,2714.33,4350.71,2711.98,4352.19,2709.21,4353.35,2705.38,4353.66,2704.81,4355.55,2698.58,4355.99,2698.04,4356.61,2698.54,4361.34,2701.07,4365.4,2704.4,4368.94,2706.3,4370.46,2707.54,4373.76,2711.56,4376.58,2713.88,4378.89,2716.69,4380.9,2718.34,4382.55,2720.35,4388.1,2724.91,4390.92,2726.41,4391.28,2726.7,4392.07,2727.68,4397.62,2732.23,4400.42,2733.73,4400.86,2734.27,4402.07,2735.26,4403.06,2736.47,4403.87,2737.13,4404.53,2737.93,4406.54,2739.58,4408.19,2741.59,4413.74,2746.15,4414.46,2746.54,4416.18,2747.95,4416.98,2748.92,4422.53,2753.47,4428.86,2756.86,4429.29,2756.99,4429.92,2757.33,4430.16,2757.52,4431.1,2766.97,4435.26,2780.71,4442.03,2793.38,4451.14,2804.48,4462.24,2813.58,4474.9,2820.35,4488.64,2824.52,4502.93,2825.93,4517.22,2824.52,4530.96,2820.35,4543.62,2813.58,4554.72,2804.48,4555.38,2803.67,4556.19,2803.01,4558.17,2800.6,4560.58,2798.62,4569.69,2787.52,4576.46,2774.86,4576.85,2773.54,4577.1,2773.08,4578.48,2771.4,4579.1,2770.25,4590.62,2776.41,4604.36,2780.58,4618.65,2781.98,4632.94,2780.58,4646.68,2776.41,4659.34,2769.64,4670.44,2760.53,4679.55,2749.43,4686.32,2736.77,4690.49,2723.03,4691.9,2708.74,4691.82,2708.01,4691.9,2707.28,4690.49,2692.99,4689.6,2690.07,4689.32,2687.18,4697.13,2677.65,4703.9,2664.99,4708.07,2651.25,4709.47,2636.96,4709.4,2636.23,4709.47,2635.5,4709.4,2634.77,4709.47,2634.03,4709.33,2632.57,4709.47,2631.1,4709.4,2630.37,4709.47,2629.64,4708.07,2615.35,4703.9,2601.61,4697.13,2588.95,4688.02,2577.85,4687.22,2577.19,4686.56,2576.38,4675.46,2567.28,4662.79,2560.51,4658.97,2559.35,4658.4,2559.04,4653.7,2557.62,4648.15,2554.65,4634.41,2550.48,4633.81,2550.42,4633.5,2550.25,4621.59,2546.64,4617.38,2544.39,4616.51,2544.13,4611.53,2541.46,4611.09,2541.33,4608.6,2540,4602,2538,4602,2535,4611,2526,4614,2529,4623,2529,4625,2532,4631,2532,4634,2529,4655,2529,4655,2526,4658,2524,4661,2526,4667,2521,4667,2515,4661,2515,4658,2518,4652,2512,4649,2512,4640,2503,4625,2503,4623,2500,4617,2500,4611,2494,4608,2494,4602,2488,4587,2488,4582,2483,4579,2483,4576,2480,4576,2477,4573,2474,4573,2462,4570,2462,4564,2468,4561,2465,4535,2465,4535,2471,4532,2474,4529,2474,4529,2477,4523,2483,4517,2483,4511,2477,4508,2477,4502,2471,4502,2468,4497,2462,4497,2456,4494,2453,4479,2453,4476,2450,4473,2450,4464,2442,4464,2439,4461,2436,4461,2418,4459,2415,4456,2415,4453,2412,4450,2412,4450,2415,4447,2418,4444,2415,4444,2418,4441,2421,4438,2421,4432,2427,4426,2427,4423,2430,4420,2427,4417,2427,4415,2430,4412,2427,4409,2430,4409,2442,4406,2444,4400,2444,4397,2442,4382,2442,4382,2444,4388,2450,4394,2450,4397,2453,4397,2459,4394,2462,4394,2474,4388,2480,4388,2500,4391,2503,4391,2512,4382,2521,4376,2521,4371,2515,4371,2512,4368,2509,4368,2506,4365,2503,4365,2491,4362,2491,4359,2488,4356,2488,4353,2491,4350,2491,4347,2488,4341,2494,4341,2497,4338,2500,4338,2503,4330,2512,4324,2512,4321,2509,4321,2503,4318,2500,4306,2500,4303,2503,4303,2506,4297,2512,4300,2515,4297,2518,4292,2518,4292,2521,4300,2529,4303,2529,4306,2532,4306,2538,4303,2541,4300,2541,4297,2544,4292,2544,4280,2532,4280,2518,4274,2512,4256,2512,4253,2515,4250,2512,4250,2494,4239,2494,4239,2497,4221,2515,4218,2512,4198,2512,4195,2515,4195,2518,4192,2521,4192,2526,4189,2529,4189,2562]","{""size"":8261132,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.6"",""yaw"":""90.46""}}",128653
170069,698,"diffusion area","Hydrothermal activity > diffusion area",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,3,Polygon,"[5267.58,1418.95,5542.97,24.41,4335.94,-10.74,4376.95,1799.8,4898.44,1735.35,5267.58,1418.95]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129272
170177,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[2934.08,3682.86,70.45]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129378
170180,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[4003.42,3145.26,56.98]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129381
170183,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[4806.15,427.98,78.75]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129384
170184,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[4182.13,294.68,100.89]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129385
170185,647,brachyura,"Arthropoda > Decapoda > brachyura",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[5273.44,942.14,100]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129386
170189,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[3432.13,3568.6,54.2]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129390
170227,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[1898.44,2511.72,56.54]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129428
170252,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[3065.92,1487.79,39.66]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129453
170253,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[3262.21,1534.67,49.83]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129454
170254,645,caridea,"Arthropoda > Decapoda > caridea",52,Marin,MARCILLAT,112295,20190404T040905.825262Z.jpg,-176.5683785,-21.98912914,4,Circle,"[2863.77,1417.48,54.91]","{""size"":9172840,""mimetype"":""image\/jpeg"",""width"":6000,""height"":4000,""metadata"":{""distance_to_ground"":""3.8"",""yaw"":""91.23""}}",129455
